dialogue,summary
"#Person1#: My brother met a new girl online
#Person2#: Good for him. The other one wasn’t that great
#Person1#: Indeed. Maybe this one will be better
#Person2#: I hope
#Person1#: But he doesn’t know how to handle girls
#Person2#: Why? What did he do?
#Person1#: He only met her a few times and already gave her a super expensive gift
#Person2#: What???
#Person1#: He has money and he compensates other things like that
#Person1#: But deep inside he’s very insecure
#Person2#: That’s not a good start of any relationship
#Person2#: Maybe you should talk to him
#Person1#: I tried but he’s so sensitive
#Person1#: It’s hard to tell him anything without hurting him",#Person1#'s brother met a new girl online and both her and #Person2# hope she'll be better than the other one. #Person1#'s brother gave the new girl a very expensive gift even though he met her only a few times. He's rich and insecure deep inside. She tried to talk to him but he's sensitive.
"#Person1#: hi michelle, can you recommend a good politics blog?
#Person2#: hiya carol!!!
#Person2#: i don't read any politic blogs[SAD]
#Person1#: really??
#Person1#: why?
#Person2#: they're all biased[CONFUSED]
#Person1#: i know
#Person1#: that's why i was hoping you knew of a good one
#Person2#: with what's happening in the world i've been keeping out of the news
#Person1#: i've tried to do that but i just can't
#Person1#: i need to know what's happening in the world
#Person2#: i know what you mean
#Person2#: i used to be like that, but i just can't take it anymore, lol
#Person2#: i just read what i wrote, i sound so dramatic!! hahaha
#Person1#: lol, you're ok, i know what you mean;-)
#Person2#: danny reads loads of blogs every day
#Person2#: i'll tell him to text you with the best ones later today
#Person1#: thanks michelle!!!","#Person2# can't recommend any politics blog to #Person1#. According to her, all of them are biased. #Person2# will tell Danny to send the best blogs to #Person1# later today."
"#Person1#: Hey, I'm thinking of buying a smartwatch.
#Person2#: Hey, why do you need it?
#Person1#: I want to have the step tracker.
#Person2#: Don't you have the app in you phone?
#Person1#: I do, but I don't always have my phone with me, so the final outcome isn't accurate.
#Person2#: Yeah, I get your point.
#Person2#: They have a wide offer @ Best Buy.
#Person1#: I'll look into it.","#Person1# will look for a smartwatch on Best Buy, as he needs a step tracker."
"#Person1#: Help!
#Person1#: Little one has a diarrhoea[SAD]
#Person2#: oh dear
#Person3#: Take him to the hospital
#Person4#: Hospital? Because of a diarrhoea?
#Person1#: My sister's going to kill me
#Person3#: How old is he? 4?
#Person1#: Yeah
#Person4#: Calm down, you need to keep him hydrated
#Person2#: Give him some pills
#Person1#: I did, he's drinking and I gave him pills but they're not working
#Person4#: Give him one more, sometimes it doesn't work from the beginning
#Person3#: If it doesn't stop you should go to the hospital
#Person1#: oh god
#Person1#: he's vomiting now
#Person2#: you sure it's not stomach flu?
#Person1#: don't even say that
#Person1#: I'm going to the hospital",#Person1# takes care of a 4 year old. He has diarrhea and is vomiting. She gave him pills and water. They are going to the hospital.
"#Person1#: Any of you going to the gym tonight?
#Person2#: What time?
#Person1#: About 9 pm?
#Person3#: I can't
#Person2#: Why?
#Person3#: I'm working
#Person1#: Can't finish that in the morning?
#Person3#: No...
#Person2#: Ok, so I'll be there before 9
#Person1#: Ok, CU","#Person1# and #Person2# are going to the gym about 9 pm, but #Person3# can't as he's working."
"#Person1#: I talked to the agent, fittings on Saturday, set on Monday. Can i give them your number?
#Person2#: Im not gonna make it this weekend. But thanks. Next time for sure[WINK]
#Person1#: on Saturday it is only fittings, takes at best half an hour and off you went","Fitting is on Saturday and set on Monday. #Person2# won't make it this weekend, but #Person1# informs him the fitting takes only half an hour."
"#Person1#: How was St Patrick’s Day David?
#Person2#: David is a proud Irishman 🍀 I’m sure he did his best to celebrate it well.
#Person3#: Oh man! What a fun weekend! Everyone was off today to recover.
#Person3#: Theresa, I’m so disappointed you were not with us.
#Person1#: Haha nice!
#Person2#: Next year, I promise.
#Person3#: But I can’t wait to drink with the King!
#Person1#: Haha, as far as I know, the king is ready!
#Person3#: Does Amsterdam celebrate it?
#Person1#: St Patrick’s? Nooo
#Person1#: It’s something restricted to your culture, I believe
#Person3#: Yea but a lot of places celebrate. Irish everywhere u know 😉
#Person3#: Just not in Amsterdam 😜
#Person1#: Actually, maybe the Irish pubs in Amsterdam organized some events
#Person1#: But we Dutch people always skip the Irish pubs
#Person2#: Why? Don’t you like Guinness? 🍺
#Person1#: Only dick in the pubs, no women 😘","#Person3# celebrated St Patrick’s Day during the weekend. #Person3# is getting ready for King's Day in Amsterdam. People in Amsterdam do not celebrate St Patrick’s Day. #Person1# doesn't go to Irish pubs in Amsterdam, because there are no women inside them."
"#Person1#: What should we buy for Przemek?
#Person2#: For his birthday?
#Person3#: A book about photography?
#Person1#: A great idea!
#Person3#: i'll buy it, just collect the money",#Person3# will buy a book of photography for Przemek's birthday.
"#Person1#: I quit my job so I would be happy if you could share my fb post and ask around
#Person2#: if you need any endorsement or whatever I can help
#Person3#: where do you want to work now?
#Person1#: UX designer or dev op
#Person1#: I quit because of mobbing to I'd love to have good working environment for a change
#Person3#: I'll ask around
#Person2#: sorry to hear that
#Person2#: I remember you complaining about him but I didn't know how bad he was
#Person1#: bad enough to make me cry in public
#Person3#: that's terrible!
#Person2#: you should rest and relax after experiences like that
#Person1#: I will
#Person1#: my holidays start on Friday
#Person2#: good
#Person3#: call us when you'll have time to hang out
#Person1#: I will
#Person2#: if I'll find anything cool I'll let you know
#Person1#: thanks",#Person1# quit his job because of mobbing. #Person2# and #Person3# will ask around for a job for him.
"#Person1#: Do you like playing cards?
#Person2#: I havent played ever:/
#Person1#: You can tell me someone who can help?
#Person2#: Yeah Ethan knows much about cards
#Person1#: wow, What kind of games does he know how to play?
#Person2#: idk you can directly talk to him
#Person1#: Sure
#Person2#: Should I give you his number?
#Person1#: No I already have?
#Person2#: K
#Person1#: Do you want to learn how to play?
#Person2#: Yeah I would love to
#Person1#: Come at Jacob's place this weekend",#Person2# has never played the cards. Ethan knows his cards. #Person1# will call him. #Person2# also wants to learn how to play cards. #Person1# invites him to Jacob's place.
"#Person1#: Hey
#Person1#: Do you have Kev's number?
#Person1#: If you have kindly share.
#Person2#: Hey
#Person2#: Yeah it is 8767******
#Person1#: Thanks
#Person2#: You are welcome",#Person2# shared Kev's number with #Person1#.
"#Person1#: Hey Alice, wanna go grab a coffee??
#Person2#: Yeah sure.
#Person1#: Get ready. I will be at your house in 5 mins.
#Person2#: Great!",#Person1# and #Person2# will go for a coffee in 5 minutes.
"#Person1#: What's the score?
#Person2#: 1:0
#Person1#: Yeyy, great, be there in 5
#Person2#: Okey do you want me to order you a beer?
#Person1#: yes, thanks!
#Person2#: We are sitting on the far right
#Person1#: Ok
#Person2#: You know what? let me know when you're near we can smoke
#Person1#: Sure!",#Person1# is meeting up #Person2# to watch the game.
"#Person1#: We have a few servings of fish extra from this morning if you want to join and chip in let me know, first come first serve
#Person2#: I WANT IT
#Person1#: I know
#Person1#: But you're here alrady, I'm asking the others
#Person2#: I'LL EAT EVERYTHING
#Person1#: Shut up!
#Person2#: NO
#Person1#: No more fish for ya",#Person2# wants to eat all extra fish but #Person1# refuses him.
"#Person1#: You have forgotten the shopping list on the table!!!
#Person2#: Sh... I'm just about to get a trolley.
#Person1#: No worries. I'll key it all in for you now.
#Person2#: No!
#Person1#: Better call you?
#Person2#: Wait a sec.
#Person1#: What's up?
#Person2#: Sorry. Had to get inside.
#Person2#: It's the stuff for the curry, wine and fruit salad things, right?
#Person1#: And veggie burgers for Mom, Jordan's breakfast cereals for me + plain yogurt and mangoes for lassie.
#Person2#: Aye, aye!
#Person1#: And as much of it as possible organic.
#Person2#: Got it!","#Person2# is shopping but he forgot the shopping list. He's got to buy ingredients for curry and fruit salad, as well as wine, vegetable burgers, cereals, plain yogurt and mangoes."
"#Person1#: How many days until end of school year?
#Person2#: 53 days
#Person1#: So many days? Looking forward to the holidays!
#Person2#: You still have some time to buy your swimming suit[HAPPY]","#Person2# says there are 53 days until the end of a school year, and #Person1# is disappointed."
"#Person1#: It was awesome, thank you all!
#Person2#: <3
#Person3#: Thank youuuu, it was so much fun. I'm sorry I couldn't stay longer. Hugs for everyone[LAUGH]
#Person2#: (Y)
#Person4#: I agree with Garry. It short yet intense[LAUGH] it was so good to see everyone, and you Amy. Again happy happy birthday, NOT relatively good as Artie wrote hahaha
#Person2#:[LAUGH]
#Person5#: We also had so much fun[LAUGH] Thank you so much[LAUGH] it was super cool to get to know Amy's friends[HAPPY] P.S. standing ovation for choral performances[HAPPY]
#Person2#: <3
#Person6#: I also wanna thank you Amy. Unfotunately, ""boogers"" didn't allow us to stay longer.
#Person2#:[LAUGH]
#Person4#: Did you catch a cold rory? haha[LAUGH]","#Person2#'s birthday party gets great feedback from #Person1#, #Person3#, #Person4#, #Person5# and #Person6#. Some people like #Person6# or #Person3# had to leave earlier."
"#Person1#: Hi [HAPPY]
#Person1#: How was that yoga class?
#Person2#: Oh hi[HAPPY] Sorry I just came back, stayed longer to strech a bit more.
#Person2#: In general I enjoyed it. Our new instructor took it easy and I was a bit bored. But I love the atmosphere there.
#Person1#: Not challenging enough?
#Person2#: Well, you know me, if I'm not sweating it's not a good training 😄
#Person2#: I've heard you wanted to start moving. Join me next time!
#Person1#: I was hoping you'd ask me 😁 I wanna give it a try.
#Person2#: Cool.
#Person2#: It's either mondays 6pm, or thursdays at 7.
#Person1#: You can choose, both days work for me.
#Person2#: Good. Then we go mondays AND thursdays! 😜
#Person1#: Are you trying to kill me??
#Person2#: Drama queen. 😘 You'll be fine!
#Person1#: OK, so what do I need?
#Person2#: For yoga class? A lot of determination haha
#Person2#: Comfy clothes, water and a towel
#Person1#: How about shoes?
#Person2#: No shoes. Unless you wanna run away hahaha
#Person1#: I see you're in a good mood. I hope to feel the same way after!
#Person2#: Sorry. I'm sure we'll have a lot of fun!
#Person1#: Thanks
#Person2#: No worries","#Person2# was at a yoga class today. She stayed longer to stretch. The new instructor's exercises were easy for #Person2#. #Person1# and #Person2# will go to yoga together on Mondays at 6 PM and on Thursdays at 7. #Person1# should take comfortable clothes, water and a towel for her first class."
"#Person1#: How was your week at work?
#Person2#: I had many business meetings, what about you?
#Person1#: Mine was crazy with many conference calls to clients.
#Person2#: I know the feeling when you say crazy.
#Person1#: You say you had business meeting, you mean with clients or colleagues?
#Person2#: Both actually.
#Person1#: My meetings were all realted to KPI's and the future growth of our company.
#Person2#: Ha, ha, these meetings.
#Person1#: My company is growing so rapidly and we need new staff.
#Person2#: I can always recommend some friends for your company.
#Person1#: That would be great Joanne.
#Person2#: Just send me some vacant jobs and I'll ask around.
#Person1#: Will do, totally appreciate your kindness.
#Person2#: Anytime.","Both #Person1# and #Person2# had a busy week at work. #Person1#'s company is growing and they need new staff. #Person2# can recommend some friends for #Person1#'s company, they arranged that #Person1# would send her info on vacant jobs."
"#Person1#: There's no worse thing than pineapple on pizza, if you agree, raise your (virtual) hand[LAUGH]
#Person2#: Definitely! Pizza is just not meant to have fruit topping.
#Person3#: I've eaten pizza with chocolate and bananas. It was delicious!
#Person2#: WOW, really?
#Person1#: Usually I like everything that involves chocolate, but I'm not sure if I'd try something like that.
#Person2#: Yeah, it's simply too much...
#Person4#: IMO it's not even pizza anymore. It's more like a pie.
#Person3#: Hey, Jaimie, I remember you ordering Hawaiian pizza:P
#Person4#: Yup, I'm fine with pineapple, maybe even some cranberry, but only if there's also enough cheese and meat to counterbalance it. Who the hell makes sweet pizza?
#Person2#: The world is full of weird people after all...[WINK]",Neither #Person1# nor #Person2# fancy pineapple on pizza. #Person3# has enjoyed one with chocolate and bananas. #Person4# is fine with pineapple or cranberries if there's something to counterbalance it.
"#Person1#: What are you wearing tomorrow?
#Person2#: idk should I dress fancy??
#Person1#: it's new year's eve
#Person2#: I know but it's just the six of us eating soup in my place
#Person1#: don't tell me you are gonna wear tracksuits
#Person2#: well now I am not!
#Person1#: haha I'll wear a casual dress
#Person2#: okay fine me too",#Person1# and #Person2# will wear casual dresses to New Year's Eve dinner.
"#Person1#: Saturday at 4 pm I was hit by some piece of sh*t! Tesco car park Black Rd. Any witnesses?
#Person2#: Are you ok?!
#Person1#: i'm fine just want him to pay for what he has done!!!
#Person2#: happy you are not hurt!
#Person3#: report it to the police!
#Person1#: they said they can't help unless i have witnesses
#Person4#: OMG! that's awful! so hard to believe!
#Person3#: that's crazy!
#Person5#: sorry about your car!
#Person6#: awful experience! take care! x",Saturday at 4 pm #Person1# had a car accident on the Tesco car park on Black Road. He is looking for witnesses to report to the police and prove it was the other driver's fault.
"#Person1#: oh i miss Cuba
#Person2#: me too;(
#Person1#: maybe we could go again next year
#Person2#: we definitely should! i'll go and check out fisrt minute trips straight away;D
#Person1#: haaha ok[LAUGH] let me know if you find sth
#Person2#: u got it!!",#Person1# and #Person2# want to go to Cuba again. #Person2# will look for first minute trips.
"#Person1#: We're all in Spoons. Wanna join?
#Person2#: Sure! I'll be there around 10!
#Person1#: We're on the dance floor. You cannot miss us! LOL
#Person2#: What??? I'm on my way!!!!",#Person1# and others are in Spoons on the dance floor. #Person2# will join around 10.
"#Person1#: just give me 2 minutes and i'll be out
#Person2#: dude it's been half an hour now
#Person1#: i know, i was stuck with the work
#Person2#: are you done now?
#Person1#: yeah just let me get ready, 2 minutes
#Person2#: alright but hurry up
#Person1#: yeah
#Person2#: everyone's waiting for us there
#Person1#: everybody's there already?
#Person2#: what do you mean already, it's been 15 minutes past the time we discussed
#Person1#: oh shit, completely lost track of time
#Person2#: now come on
#Person1#: yeah i'm out",#Person1# is late because of work. #Person2# is waiting and getting impatient. #Person1#'s finally coming.
"#Person1#: we won the petition!
#Person2#: Fantastic!
#Person3#: Great news, well done!
#Person4#: awesome!","#Person2#, #Person3# and #Person4# are happy for #Person1# who won the petition."
"#Person1#: How did the date go?
#Person2#: Oh it was lovely! I had soooo much fun
#Person2#: I didn't expect Nick to be so creative!
#Person1#: Where did you go?
#Person2#: To a thrift store! We picked outfits for each other and it was surprisingly fun[LAUGH]
#Person1#: That sounds like a cool idea!","#Person2# had a great date with Nick. He took her to a thrift store, where they chose clothes for each other."
"#Person1#: Din anyone actually watch this the video?
#Person1#: <link_video>
#Person2#: Research shows that long term cannabis use ( via smoke inhalation ) produces NO noticeable long term consequences - whereas tobacco use leads to COPD ect. But cannabis causes more inflammation of the lungs and increase symptoms such as wheeziness and shortness of breath. But these subside when cannabis smoking ceases.
#Person3#: Wrong, it wasn't long term use, but rather an ""occasional low cumulative"", which could be something like smoking once or twice a month.
#Person1#: Tom You didn’t watch the video.
#Person4#: I was just about to complain, then i saw your post. Thanks.[WINK]
#Person5#: I like how he doesn't mention the fact that most people smoking spliffs will probably be using tobacco in them as well pretty much everybody I know who smokes weed put tobacco in them and they smoke cigarettes as well.
#Person6#: Short attention span [HAPPY]
#Person1#: Daniel probably from pot 🤷‍♂️
#Person1#: Jason he does - rewatch the end man. He doesn’t specifically say combing the two, but he says one usually precedes the other.
#Person7#: Jason, I used to smoke baccy avec hashish but no longer, and I know only one person out of billions who still smokes weed with tobacco.
#Person8#: Jason Hollis yuck...why even???
#Person4#: I know that a joint is bigger than a roach, so is a spliff bigger than a joint?
#Person7#: I don’t believe there is a size relationship between names of roll-ups (except for the roach which is a mostly smoked roll-up). I say that the names began as code words for an illegal item at that time. Some spliffs may be big some joints be small...
#Person9#: Allen So quit smoking it and no inflammation which we all know that inflammation is the number one cause of all other health issues.
#Person4#: BTW Seeing it's still illegal at a federal level, I'd like to know where such studies were conducted legally. Propaganda. Keep gobbling those opiate based pills, they're fine
#Person10#: this is only stating the harms of smoking cannabis. It's not saying cannabis is harmful... there are other ways to use it without turning to opiates.
#Person9#: Really? Putting smoke in your lungs is bad for your respiratory system.....shocker. oil....edibles...many ways to enjoy and get relief from chronic pain and or what ever you need to get on with it.
#Person11#: Cannabis does not have a bad affect on the lungs!!
#Person12#: MJ users will not believe anything bad. They think it is right up there with kale and swiss chard!",#Person1# and his friends watched the video about cannabis. #Person2# believes that long term use has no consequences according to the research. #Person3# explains it wasn't long term use but rather an occasional use. #Person11# reckons they don't affect the lungs. #Person12# thinks MJ users won't believe anything bad.
"#Person1#: Hi mum, look at these photos
#Person2#:??
#Person1#: they are loading
#Person2#: how?
#Person1#: I am sending them but they haven't gone through to you
#Person2#: Okay so I will check later
#Person1#: Mum it's just 5 seconds
#Person2#: Okay
#Person1#::*
#Person2#: I don't see anything
#Person1#: JUST A SECOND MUM
#Person2#: Oh, there is something!! It's blurred but I see it!!
#Person1#: Try opening it
#Person2#: My pretty girl!!! You look lovely!!",#Person1# is sending her photos to #Person2#.
"#Person1#: This one next time gang?
#Person2#: Yes!
#Person3#: You trying to kill me! Half marathon..
#Person3#: Maybe if I can walk atleast half and talk all day [LAUGH]
#Person1#: Half a mile Lucy! Easy!!
#Person2#: Sounds like no running all obstacles, perfect 🤣
#Person4#: Am up for it! Xx
#Person5#: Can go out in Leeds after 😏
#Person4#: OMG [HAPPY]","#Person1#, #Person2# and #Person4# want to do a half marathon. #Person3# is hesitating."
"#Person1#: do you have the tickets??
#Person2#: <photo_file>
#Person1#: cool, thats our favorite row
#Person2#: i know now hurryyy!!
#Person1#: okay okay
#Person2#: cool
#Person1#: hey wait, what if the teacher asks me
#Person2#: tell him you're going to the restroom
#Person1#: with my bag? [CONFUSED]
#Person2#: shitt
#Person1#: what if we pick up my bag after the movie
#Person2#: i don't know, what if someone sees us
#Person1#: what if someone sees us at the movies [CONFUSED]
#Person2#: oh just come on don't be a baby
#Person1#: i swear if we get caught im putting this all on you
#Person2#: WHAT??.. yeah okay who am i kidding
#Person1#: yeah [LAUGH]
#Person2#: okay now come on we have 10 minutes till the show starts
#Person1#: okay yeah",#Person1# is going to leave his class to see a film with #Person2#. He needs to lie to the teacher. The film starts in 10 minutes. #Person2# got the tickets.
"#Person1#: im already at home
#Person1#: where are you?
#Person2#: trafic jam",#Person2# is stuck in traffic jam.
"#Person1#: I put the schedule for next term in your pigeon holes
#Person2#: Thanks Lucy
#Person3#: Thank you dear!",#Person1# put the schedule for next time in #Person2#'s and #Person3#'s pigeon hole.
"#Person1#: So do you have a lot of classes at the uni there? Every day?
#Person2#: Not really, my timetable is quite flexible and have got lots of free time!!
#Person1#: cool. and do you have any job as well?
#Person2#: I have got 1 hour on monday, 2 hours on tuesday and 1 hour on thursday, and then 2 hours of tutoral on wednesday, and 1 more hour of tutorial on monday afternoon, and only the tutorials are compulsory, the rest i can listen to the power point slides at home as all my classes are recorded
#Person1#: oh really 😀? so it seems kind of easy
#Person2#: Yah, I have got a job aberdeen exibition and conference Center, and they pay me very well 🙈 Yeaah, its really nice, although we have many big reports to do
#Person1#: oh nice!",#Person2# doesn't have that many classes at uni and she has a job at Aberdeen exhibition and conference Center.
"#Person1#: Do you think a cat can be allergic?
#Person2#: Hahahaha, Peter, of course they can![LAUGH]
#Person3#: My sister’s cat is allergic to eggs, can you believe it?
#Person1#: Damn, Daphne’s scratching herself all the time.
#Person2#: Get her to the vet.
#Person3#: Are you still up for drinks tomorrow?
#Person1#: Yeah, why wouldn’t I be?[LAUGH]
#Person2#: Where are we meeting then?
#Person3#: Barney’s?
#Person1#: Oh no, not again.
#Person2#: … The Mudd?
#Person1#: Join you after the vet, keep your fingers crossed!","#Person3#'s sister's cat is allergic to eggs. #Person1#'s cat, Daphne is scratching herself a lot. #Person2#, #Person1# and #Person3# are meeting at The Mudd tomorrow. #Person1# will go to the vet with his cat before."
"#Person1#: If you don't have time to cook, just buy some snacks.
#Person2#: That won't be necessary. I'll bring homemade cookies 😉
#Person1#: OK, in that case I am the one who's going to the store 😀
#Person2#: Get me a pack of onion crisps please.",#Person2# brings homemade cookies and #Person1# goes shopping. #Person2# wants him to buy a pack of onion crisps.
"#Person1#: Hey Margaret, I heard you had a car accident today.. Is everything allright??
#Person2#: yeah, you heard it right..
#Person1#: OH God!! Are you safe??
#Person2#: Yes yeas i am safe.. its just little scratches on the forehead..
#Person1#: oh dear lord! ThanK God! you are safe..
#Person2#: Thank you...:thumbs
#Person1#: stay safe.. and drink a lot of water.. Take good care of your health
#Person2#: yeah I will. Dont worry:smile",#Person2# had a car accident today. She was slightly injured.
"#Person1#: Mom were out of ice cream
#Person2#: Is this your way of asking for more?
#Person1#: Mom please!
#Person2#: you have money you can go to the store
#Person1#: yeah but youre going anyway
#Person2#: and you wonder why your sister is our favourite",#Person1# asks #Person2# to buy ice-cream.
"#Person1#: Did you miss me?
#Person2#: Yes...
#Person1#: So cute <3",#Person2# missed #Person1#.
"#Person1#: Hey Emily, i have heard something about you.
#Person2#: Don't play games with me. I know you haven't heard anything.
#Person1#: I swear, i am not bluffing.
#Person2#: Yes you are.
#Person1#: Okay let me put it this way; What were you doing in Prof. Greg's office today?
#Person2#: Don't you say.. You too know about this.
#Person1#: Yes I know and not only me, the whole class knows.
#Person2#: OMG.
#Person1#: What is wrong with you??
#Person2#: I swear it will not happen again.
#Person1#: But still, you must not increased your marks in the absence of professor.
#Person2#: I know but it happened.. I swear it will not happen again.
#Person1#: Go and say sorry to prof. Greg tomorrow. He didn't expect this from you.
#Person2#: Yes, I will",#Person1# has heard that #Person2# was in Prof. Greg's office today. The whole class knows she was there. #Person2# is surprised that the whole class knows. #Person2# has changed her marks. #Person2# will apologise to Prof. Greg tomorrow. #Person2# will not do that again.
"#Person1#: so, you have your breakthrough
#Person2#: meaning?
#Person1#: yanick invited me for a beer;>
#Person2#: aaaa itll be hot[LAUGH]
#Person1#: like hell o.O;*
#Person2#: how it happened
#Person1#: we’re just talkin after a history class and then he goes hey maybe you wanna grab a beer together
#Person2#: aaawesome, finally!!
#Person1#: yea I was losing hope tbh
#Person2#: me too [LAUGH] well you need to be ready, when?
#Person1#: Friday
#Person2#: a whole night for you;PP its two days!
#Person1#: yea its like wtf im gonna wear
#Person2#: you need to be hot but classy;d
#Person1#: classy just to fuck him later, yea
#Person2#: lol I thought its not only about it
#Person1#: cmon, ya know how I am recently, I have a thing for him but thats it
#Person2#: huh well see, the guy is a heartbreaker!
#Person1#: he better watch himself I can break not only his heart
#Person2#: XP",Yanick and #Person1# were talking after a history class. Yanick invited #Person1# for a beer on Friday.
"#Person1#: Helene will come next Thursday, as David would be away.
#Person2#: Her bed is waiting for her!
#Person1#: she has a sport meeting at 7pm, so she'll be there at 8:30pm
#Person2#: ok. Good luck to you",Helene will come next Thursday at 8:30 pm after her sport meeting. Her bed will be waiting for her.
"#Person1#: Hi man, how's work going?
#Person2#: Deadly boring! Can't wait till I finish at 6!
#Person1#: You working on your own again, where's Barry these days?
#Person2#: He quit, the bastard! At least we could have a coffee together or a chat while we were patrolling round.
#Person1#: You getting any more pay cos you're on your own?
#Person2#: Yep, extra 50p per hour, big bucks, eh😁?
#Person1#: It's better than nowt! How's Meera?
#Person2#: She's good, guess what, though, she's on nights too for a while!
#Person1#: At least you're seeing each other, then, that's good!
#Person2#: Well yes, but we're too knackered to do much more than sleep! She has a meal at the hospital, so I have to make my own stuff mostly. We're both eating crap most of the time!
#Person1#: Not good, mate, but a least you're getting a bit of exercise walking around.
#Person2#: I'm playing on my phone at the minute, but I'm going to have to shift to get to my next call. See you man!
#Person1#: See you at the match Sunday?
#Person2#: Yeah, great stuff! Bye!","Barry quit, so #Person2# is working alone and he is bored. #Person2# got a pay rise of 50p. Meera works on nights as well now. #Person1# and #Person2# are going to the match on Sunday."
"#Person1#: i have a photo [LAUGH]
#Person2#: THAT photo??
#Person1#: yess [LAUGH]
#Person2#: cool [LAUGH]
#Person1#: ikr",#Person1# has that photo.
"#Person1#: Hey my munchkin
#Person1#: What are you up too?
#Person2#: Preparing for a meeting later on
#Person1#: With the staff from Germany?
#Person2#: Yeah, we showed them around the new facilities this morning
#Person1#: Were they happy?
#Person2#: Yes they seemed pleased with the work, thank god
#Person1#: Good
#Person1#: Call me later on when you finish!
#Person2#: I will 😘",#Person2# is preparing himself for a meeting that he will have later on with the staff from Germany. They were pleased with the work they saw while visiting the new facilities this morning.
"#Person1#: Dad, I forgot the keys
#Person1#: Will you be home in the afternoon?
#Person2#: No, but Grandma will be coming in a few so she can open the door for you just fine.
#Person1#: Oh thank goodness
#Person2#: I've found your keys and put them in the basket.
#Person1#: Thanks, I feel so stupid. I'll be careful next time.",#Person1# forgot the keys but she will be able to come home because her grandmother will open the door for her in the afternoon. #Person2# found her keys.
"#Person1#: soup today?
#Person2#: but no tomato soup please
#Person1#: ok, so maybe onion soup
#Person2#: sounds better[HAPPY]",#Person2# and #Person1# agree on onion soup today.
"#Person1#: You coming out for a few rounds this Friday night?
#Person2#: I wish I could mate but the missus insists we must spend 'quality time' together. Family responsibilities and all that.
#Person1#: I understand but it would be good if she let you out now and again to have a few beers with your mates.
#Person2#: Yeah it would.
#Person1#: How is the family life going?
#Person2#: Could be better.
#Person1#: Meaning...?
#Person2#: Missus wants me to spend more time with the kids and to spend time with her. It's either one or the other since I can't see how I can do both.
#Person2#: So we end up fighting the whole time.
#Person2#: Thought that this is family time thing is supposed to be fun instead it is stressful and annoying.
#Person2#: Sometimes I think that I'm not cut out for the family life.
#Person1#: Sounds like you're not really enjoying it. I can fully relate. This is why I stay single and made sure to get the snip.
#Person2#: Don't get me wrong I DO love my kids but all the extra pressure from the wife doesn't help. She doesn't know what she bloody wants.
#Person2#: Whatever I do is not good enough. Can't win. Ugh!
#Person1#: Women! I could never work them out!
#Person2#: I thought I could but now I'm not so sure.
#Person1#: Maybe a break on Friday night might be a good idea. Help you to clear your head.
#Person2#: Yeah, I think you're right... I'll think about it.
#Person1#: Right-O! Let me know when you decide. Hopefully catch up with you on Friday night.",#Person2# and Missus keeps fighting as she wants him to spend more time with their family. #Person2# will let #Person1# know about Friday night.
"#Person1#: any plans for the weekend?
#Person2#: not much. gym today. housework 2moro
#Person3#: same here. guess its time preaper for xmas season. u?
#Person1#: sad sad sad. that will be a boring weekend boys",#Person2# and #Person3# do not have any interesting plans for the weekend. #Person1# is disappointed.
"#Person1#: <photo_file>
#Person2#: The Flying Pig?
#Person3#: No way! I'm also here!",#Person1# and #Person3# are at The Flying Pig.
"#Person1#: Hey guys! Any cat ppl here?
#Person2#: Nah. I'm a dog person!
#Person3#: I <3 cats!
#Person1#: Anna, y do u like cats?
#Person3#: They're so cute and fluffy <3
#Person2#: Yeah, and malicious!
#Person3#: No, they're not!
#Person2#: Lemme tell you something! I don't like cats. But every time I visit someone who has a cat, the bloody things comes to me and wants me to pet it.
#Person1#: Heard that's a sign of a good person.
#Person3#: Me too.
#Person2#: A person who's good in cat fur, for sure!
#Person1#: Do you have a cat, Anna?
#Person3#: Sure, 2. Fluffy and Butters[HAPPY]
#Person2#: U named ur cats Fluffy and Butters? They must be so happy[WINK]
#Person3#: And what's ur dogs name?
#Person2#: Count[HAPPY]
#Person1#: I know a word that's similar, but won't say it out loud[WINK]
#Person3#: Lol
#Person2#: Shut it, Mark! It's from Count of Monte Christo!
#Person3#: Never read it. What's it about?
#Person1#: Srsly?! That's one of my faves.
#Person2#: It's an adventure novel based in the 19th century. Napoleonic times I think.
#Person3#: Ah... It's old. I don't like such books. I prefer something about love and passion.
#Person1#: There's a lot of that in this book[WINK]
#Person3#: Rly?
#Person2#: Oh sure! The main character is falsely accused of something a couple of days before getting married.
#Person3#: And then what happens?
#Person1#: He gets thrown into jail and plots revenge on the ppl who destroyed his happiness!
#Person3#: Oh my! That's interesting! I'll have to read it someday!","#Person2# named his dog after one of his favorite novels, Count of Monte Chris to. #Person1# recommends the novel and #Person3# is keen to read it. She has 2 cats, Fluffy and Butters."
